// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

16320,475,100// 강화 머플러 상자
16321,475,100// 강화 망토 상자
16322,475,100// 강화 망토 상자
16323,475,100// 강화 클립 상자
16324,475,100// 강화 클립 상자
//16325,475,100	//
//16326,475,100	//
16327,475,100// 강화 어드벤쳐 슈츠 상자
16328,475,100// 강화 어드벤쳐 슈츠 상자
16329,475,100// 강화 롱 코트 상자
16330,475,100// 강화 롱 코트 상자
16331,475,100// 강화 세인트 로브 상자
16332,475,100// 강화 세인트 로브 상자
16333,475,100// 강화 타이즈 상자
16334,475,100// 강화 타이즈 상자
16335,475,100// 강화 씨프클로스 상자
16336,475,100// 강화 씨프클로스 상자
16337,475,100// 강화 메일 상자
16338,475,100// 강화 메일 상자
16339,475,100// 강화 포멀 드레스 상자
16340,475,100// 강화 포멀 드레스 상자
//16347,475,100	//
//16348,475,100	//
//16349,475,100	//
//16350,475,100	//
//16351,475,100	//
//16352,475,100	//
//16353,475,100	//
//16354,475,100	//
//16355,475,100	//
//16356,475,100	//
//16357,475,100	//
//16358,475,100	//
//16358,475,100	//
16360,475,100// 사막의 왕자 상자
16361,475,100// 사막의 왕자 상자
16362,475,100// 사이그룬의 날개 상자
16363,475,100// 사이그룬의 날개 상자
16368,475,100// 쌍녀궁 하늘의 왕관 상자
//16369,475,100	//
//16370,475,100	//
16372,475,100// 입에 문 네잎클로버 상자
//16373,475,100	//
16374,475,100// 입에 문 풍선껌 상자
//16375,475,100	//
16378,475,100// 공성맵 텔레포트 30개 상자
16379,475,100// 공성맵 텔레포트Ⅱ 10개 상자
16380,475,100// 공성맵 텔레포트Ⅱ 30개 상자
16381,475,100// 공성맵 텔레포트 10개 상자
16382,475,100// 공성맵 텔레포트 30개 상자
//16383,475,100	//
//16384,475,100	//
16385,475,100// 입에 문 네잎클로버 상자Ⅱ
16386,475,100// 입에 문 네잎클로버 상자Ⅲ
//16387,475,100	//
//16388,475,100	//
16389,475,100// 입에 문 풍선껌 상자Ⅱ
16390,475,100// 입에 문 풍선껌 상자Ⅲ
//16391,475,100	//
//16392,475,100	//
16393,475,100// 고농축 오리데오콘 5개 상자
16394,475,100// 고농축 오리데오콘 10개 상자
16395,475,100// 고농축 에르늄 5개 상자
16396,475,100// 고농축 에르늄 10개 상자
16397,475,100// 쌍녀궁 하늘의 보관 상자
16398,475,100// 쌍녀궁 하늘의 왕관 상자
16399,475,100// 쌍녀궁 하늘의 보관 상자
//16400,475,100	//
//16401,475,100	//
//16402,475,100	//
//16403,475,100	//
16405,507,100// 미드가르드 주화 상자
16406,507,100// 미드가르드 주화 상자
//16407,475,100	//
//16408,475,100	//
//16432,475,100	//
//16433,475,100	//
//16434,475,100	//
//16435,475,100	//
//16442,475,100	//
//16443,475,100	//
//16444,475,100	//
//16445,475,100	//
16447,475,100// 천헐궁 하늘의 왕관 상자
16448,475,100// 천헐궁 하늘의 보관 상자
16449,475,100// 천헐궁 하늘의 왕관 상자
16450,475,100// 천헐궁 하늘의 보관 상자
//16452,475,100	//
//16453,475,100	//
//16454,475,100	//
//16455,475,100	//
//16467,475,100	//
//16468,475,100	//
//16469,475,100	//
//16470,475,100	//
16481,475,100// [비매품]소형 생명수 10개 상자
16483,475,100// [비매품]연마제 10개 상자
16504,475,100// [비매품]풍선껌 10개 박스
16505,475,100// [비매품]혓바닥요리 10개 상자
16506,475,100// [비매품]사막전갈 모래찜 10개 상자
16507,475,100// [비매품]칵테일 용의 숨결 10개 상자
16508,475,100// [비매품]흐베르겔미르의 술 10개 상자
16509,475,100// [비매품]구미호 꼬리요리 10개 상자
16510,475,100// [비매품]불사의 찌개 10개 상자
16514,475,100// [비매품]블레싱 스크롤 10개 상자
16515,475,100// [비매품]민첩성증가 스크롤 10개 상자
16543,475,100// 눈사람 모자 상자
16544,475,100// 눈사람 모자 상자
16555,475,100// 프리미엄 리셋 돌 상자
//16573,475,100	//
//16574,475,100	//
//16580,475,100	//
//16581,475,100	//
//16596,475,100	//
//16597,475,100	//
16598,475,100// 활성화 포션 상자Ⅱ
//16599,475,100	//
16625,475,100// 아스프리카 상자
//16626,475,100	//
//16627,475,100	//
16628,475,100// 브륀힐트 상자
//16629,475,100	//
//16630,475,100	//
//16634,475,100	//
//16635,475,100	//
//16636,475,100	//
//16637,475,100	//
16638,475,100// 생명의 리본 상자
16639,475,100// 생명의 리본 상자Ⅱ
16640,475,100// 생명의 리본 상자Ⅲ
//16641,475,100	//
//16642,475,100	//
//16643,475,100	//
//16644,475,100	//
//16645,475,100	//
//16646,475,100	//
//16647,475,100	//
//16648,475,100	//
//16649,475,100	//
//16650,475,100	//
//16651,475,100	//
16655,475,100// 신속한 생명수 10개 상자
//16656,475,100	//
//16657,475,100	//
16658,475,100// 신속한 생명수 10개 상자
//16660,475,100	//
//16661,475,100	//
//16662,475,100	//
//16663,475,100	//
16666,475,100// 마법캔디 10개 상자
//16667,475,100	//
//16671,475,100	//
//16672,475,100	//
16677,475,100// 만능 카탈로그 골드 10개 상자
16678,475,100// 만능 카탈로그 골드 50개 상자
16679,475,100// 만능 카탈로그 골드 10개 상자
16680,475,100// 만능 카탈로그 골드 50개 상자
16682,475,100// 탑승용 고삐 상자
16683,475,100// 탑승용 고삐 30일 상자
//16689,475,100	//
//16690,475,100	//
16740,475,100// 바다신의 가호 23시간 상자
16741,475,100// 갈치 1시간 상자
16742,475,100// 갈치 7일 상자
16743,475,100// 청새치 1시간 상자
16744,475,100// 청새치 7일 상자
16745,475,100// 전갱이 1시간 상자
16746,475,100// 전갱이 7일 상자
16747,475,100// 참다랑어 1시간 상자
16748,475,100// 참다랑어 7일 상자
16749,475,100// 말랑대게 1시간 상자
16750,475,100// 말랑대게 7일 상자
16751,475,100// 얼룩무늬장어 1시간 상자
16752,475,100// 얼룩무늬장어 7일 상자
//16758,475,100	//
//16759,475,100	//
16760,475,100// 움발라의 혼 상자
16761,475,100// 움발라의 혼 상자
//16762,475,100	//
16763,475,100// 바다신의 가호 7일 상자
16764,475,100// 바다신의 가호 15일 상자
16765,475,100// 문어사냥용 꼬챙이 23시간 상자
16766,475,100// 문어사냥용 꼬챙이 3일 상자
16767,475,100// 문어사냥용 꼬챙이 7일 상자
16770,475,100// 개다래 열매 10개 상자
16771,475,100// 개다래 열매 40개 상자
16776,475,100// 만능 카탈로그 골드 10개 상자
16777,475,100// 만능 카탈로그 골드 50개 상자
//16778,475,100	//
//16779,475,100	//
//16780,475,100	//
//16781,475,100	//
//16782,475,100	//
//16783,475,100	//
//16784,475,100	//
//16785,475,100	//
//16786,475,100	//
//16787,475,100	//
//16788,475,100	//
//16789,475,100	//
//16790,475,100	//
//16791,475,100	//
//16792,475,100	//
//16793,475,100	//
//16794,475,100	//
//16795,475,100	//
//16796,475,100	//
//16797,475,100	//
//16798,475,100	//
//16799,475,100	//
//16800,475,100	//
//16801,475,100	//
//16802,475,100	//
//16803,475,100	//
//16804,475,100	//
//16805,475,100	//
//16806,475,100	//
//16807,475,100	//
//16808,475,100	//
//16809,475,100	//
//16810,475,100	//
//16811,475,100	//
//16812,475,100	//
//16813,475,100	//
//16814,475,100	//
//16815,475,100	//
//16816,475,100	//
//16817,475,100	//
//16818,475,100	//
//16819,475,100	//
//16820,475,100	//
16821,475,100// 던전 이동 스크롤 5개 상자
16822,475,100// 던전 이동 스크롤 10개 상자
//16823,475,100	//
//16824,475,100	//
//16825,475,100	//
//16827,475,100	//
//16828,475,100	//
//16829,475,100	//
//16830,475,100	//
//16831,475,100	//
//16832,475,100	//
//16833,475,100	//
//16834,475,100	//
//16835,475,100	//
//16836,475,100	//
16837,475,100// 던전 이동 스크롤II 5개 상자
16838,475,100// 던전 이동 스크롤II 10개 상자
//16839,475,100	//
//16840,475,100	//
//16841,475,100	//
//16843,475,100	//
//16844,475,100	//
//16845,475,100	//
//16846,475,100	//
//16847,475,100	//
//16848,475,100	//
//16849,475,100	//
//16850,475,100	//
//16851,475,100	//
//16852,475,100	//
//16853,475,100	//
//16854,475,100	//
//16855,475,100	//
//16856,475,100	//
//16857,475,100	//
//16858,475,100	//
//16859,475,100	//
//16860,475,100	//
//16861,475,100	//
//16862,475,100	//
//16863,475,100	//
16864,475,100// 공성맵 텔레포트 10개 상자
16865,475,100// 공성맵 텔레포트 30개 상자
16866,475,100// 공성맵 텔레포트Ⅱ 10개 상자
16867,475,100// 공성맵 텔레포트Ⅱ 30개 상자
//16868,475,100	//
//16869,475,100	//
//16870,475,100	//
//16871,475,100	//
//16872,475,100	//
//16873,475,100	//
//16874,475,100	//
//16875,475,100	//
//16876,475,100	//
//16877,475,100	//
//16878,475,100	//
//16879,475,100	//
//16880,475,100	//
//16881,475,100	//
//16882,475,100	//
//16883,475,100	//
//16884,475,100	//
//16885,475,100	//
//16886,475,100	//
//16887,475,100	//
//16888,475,100	//
//16889,475,100	//
//16890,475,100	//
//16891,475,100	//
//16892,475,100	//
//16893,475,100	//
//16894,475,100	//
//16895,475,100	//
//16896,475,100	//
//16897,475,100	//
//16898,475,100	//
//16899,475,100	//
//16900,475,100	//
//16901,475,100	//
//16902,475,100	//
//16903,475,100	//
//16904,475,100	//
//16905,475,100	//
//16906,475,100	//
//16907,475,100	//
//16908,475,100	//
//16909,475,100	//
//16910,475,100	//
//16911,475,100	//
//16912,475,100	//
//16913,475,100	//
//16914,475,100	//
//16915,475,100	//
//16916,475,100	//
//16917,475,100	//
//16918,475,100	//
//16919,475,100	//
//16920,475,100	//
//16921,475,100	//
//16922,475,100	//
//16923,475,100	//
//16924,475,100	//
//16925,475,100	//
//16926,475,100	//
//16927,475,100	//
//16928,475,100	//
//16929,475,100	//
//16930,475,100	//
//16931,475,100	//
//16932,475,100	//
//16933,475,100	//
//16934,475,100	//
//16935,475,100	//
//16936,475,100	//
//16937,475,100	//
//16938,475,100	//
//16939,475,100	//
//16940,475,100	//
//16941,475,100	//
//16942,475,100	//
//16943,475,100	//
//16944,475,100	//
//16945,475,100	//
//16946,475,100	//
//16947,475,100	//
//16948,475,100	//
//16949,475,100	//
//16950,475,100	//
//16951,475,100	//
//16952,475,100	//
//16953,475,100	//
//16954,475,100	//
//16955,475,100	//
//16956,475,100	//
//16957,475,100	//
//16958,475,100	//
//16959,475,100	//
//16960,475,100	//
//16961,475,100	//
//16962,475,100	//
//16963,475,100	//
//16964,475,100	//
//16965,475,100	//
//16966,475,100	//
//16967,475,100	//
//16968,475,100	//
//16969,475,100	//
//16970,475,100	//
//16971,475,100	//
16972,475,100// 일기예보 세트 상자
16973,475,100// 노란 햇 상자
16974,475,100// 희극배우 세트 상자
16975,475,100// 노래하는 새 상자
16976,475,100// 닭세트상자
16977,475,100// 빨간 미니 크라운 상자
//16978,475,100	//
16979,475,100// 개다래 열매 4개 상자
16995,475,100// 오래된 모자 상자
16998,475,100// 대천사의 날개 상자
16999,475,100// 모험가 배낭 상자
17013,475,100// 말랑도 던전출입증 상자
17014,475,100// 나비 날개 귀 상자
17015,475,100// 머리에 박힌 나사 상자
//17027,475,100	//
17037,475,100// 변신 스크롤(데비루치)10개 상자
17038,475,100// 변신 스크롤(레이아쳐)10개 상자
17039,475,100// 변신 스크롤(마브카)10개 상자
17040,475,100// 변신 스크롤(마르두크)10개 상자
17041,475,100// 변신 스크롤(밴시)10개 상자
17042,475,100// 변신 스크롤(포링)10개 상자
17043,475,100// 변신 스크롤(고렘)10개 상자
//17044,475,100	//
//17045,475,100	//
//17046,475,100	//
//17065,475,100	//
17084,475,100// 강화 카타르 상자
17085,475,100// 강화 투핸드액스 상자
17086,475,100// 강화 랜스 상자
17087,475,100// 강화 북 상자
17088,475,100// 강화 스태프 상자
17089,475,100// 강화 대거 상자
17090,475,100// 강화 리볼버 상자
17091,475,100// 강화 메이스 상자
17092,475,100// 강화 보우 상자
17093,475,100// 강화 투핸드소드 상자
17094,475,100// 강화 카타르 상자
17095,475,100// 강화 투핸드액스 상자
17096,475,100// 강화 랜스 상자
//17097,475,100	//
//17098,475,100	//
//17099,475,100	//
//17100,475,100	//
//17101,475,100	//
//17102,475,100	//
//17103,475,100	//
17106,475,100// 헬스장 회원권 10개 상자
17118,475,100// ASPD강화포션 상자
17122,475,100// 이뮨드 쉴드 상자
17123,475,100// 검은 악마의 가면 상자
17126,475,100// ASPD강화포션 상자
//17135,475,100	//
//17136,475,100	//
//17137,475,100	//
//17144,475,100	//
//17153,475,100	//
//17154,475,100	//
17155,475,100// 강화 풍마수리검 상자
17159,475,100// 이름 변경 카드 상자
17160,475,100// 이름 변경 카드 상자
//17163,475,100	//
//17164,475,100	//
//17166,475,100	//
//17171,475,100	//
//17172,475,100	//
//17173,475,100	//
//17174,475,100	//
//17175,475,100	//
17176,475,100// 탑승용 고삐 상자[체험판]
//17177,475,100	//
//17178,475,100	//
//17179,475,100	//
//17180,475,100	//
//17182,475,100	//
//17193,475,100	//
//17194,475,100	//
//17195,475,100	//
//17196,475,100	//
//17197,475,100	//
//17198,475,100	//
//17200,475,100	//
//17201,475,100	//
//17202,475,100	//
17204,475,100// Shining Egg
//17205,475,100	//
//17206,475,100	//
//17224,475,100	//
17226,475,100// Infinite Concentration Potion
17227,475,100// Infinite Awakening Potion
17228,475,100// Infinite Berserk Potion
17229,475,100// 무한 파리의 날개 상자
17231,475,100// 제련용 광석상자
17232,475,100// 7제련권 상자
17241,475,100// 아미스트르캡 상자
17244,475,100// 이벤트 올마이티 상자
17246,475,100// 고농축 에르늄 30개 상자
17247,475,100// 고농축 오리데오콘 30개 상자
17251,475,100// 무한 파리의 날개 3일상자
17252,475,100// RWC 기념 세트 상자
17253,475,100// RWC 기념 반지 상자
17254,475,100// RWC 기념 펜던트 상자
17262,475,100// 특수 방어 포션 상자
17263,475,100// 무한 집중의 포션 3일상자
17264,475,100// 무한 각성의 포션 3일상자
17265,475,100// 무한 버서크 포션 3일상자
17266,475,100// 전투교범 한정판 패키지
17270,475,100// 힘의 막대과자 상자
17271,475,100// 체력의 막대과자 상자
17272,475,100// 민첩의 막대과자 상자
17273,475,100// 지식의 막대과자 상자
17274,475,100// 재주의 막대과자 상자
17275,475,100// 행운의 막대과자 상자
17277,475,100// 언리미티드 박스
17278,475,100// 언리미티드 10세트 박스
//17279,475,100	//
17281,475,100// 제련용 광석상자Ⅳ
17282,475,100// 제련용 광석상자Ⅳ 10세트
17283,475,100// 제련용 광석상자Ⅳ 20세트
//17284,475,100	//
17285,475,100// 이벤트 미용상품권 상자
//17286,475,100	//
//17287,475,100	//
//17288,475,100	//
17292,475,100// 쉐도우 박스
17293,475,100// 피지컬 쉐도우 패키지
17294,475,100// 매지컬 쉐도우 패키지
17298,475,100// 힘내그라 패키지
17299,475,100// 힘내그라 패키지 10세트
17302,475,100// 쉐도우 박스Ⅱ 상자
17303,475,100// 쉐도우 박스Ⅱ 세트
17304,475,100// 섬광막대 3개 상자
17306,475,100// 스테이터스 초기화권 상자
17314,475,100// 무한 파리의 날개 1일상자
17315,475,100// 행운의 개다래 열매 10개 상자
17316,475,100// 행운의 개다래 열매 110개 상자
17321,475,100// 삼명수 패키지
17322,475,100// 삼명수 패키지 10세트
17331,475,100// 이벤트 올마이티 상자
17332,475,100// 이벤트 올마이티 100개 상자
17338,475,100// 제련용 광석상자V
17339,475,100// 제련용 광석상자V 10세트
17429,475,100// 11주년 기념 쉐도우 박스
17430,475,100// 11주년 기념 쉐도우 패키지
17432,475,100// 행운의 개다래 열매 10개 상자Ⅱ
17433,475,100// 행운의 개다래 열매 110개 상자Ⅱ
17438,475,100// 삼명수 패키지 Ⅱ
17439,475,100// 삼명수 패키지 10세트 Ⅱ
17440,475,100// 이름 변경 카드 상자
17441,475,100// 탑승용 고삐 상자
17442,475,100// 엠펠리움G 상자
17443,475,100// 강화 버클러 상자
17449,475,100// 막대과자 세트
17455,475,100// 프리미엄 교범 상자
17456,475,100// 힘내그라 패키지Ⅱ
17457,475,100// 힘내그라 패키지 10세트Ⅱ
17461,475,100// Frozen Egg Costume
17465,475,100// 제련용 광석상자Ⅵ
17466,475,100// 제련용 광석상자Ⅵ 10세트
17467,475,100// (한정)지크프리드의 증표 50개 상자
17468,475,100// (한정)섬광막대Ⅱ 3개 상자
17469,475,100// (한정)섬광막대Ⅰ 1개 상자
17470,475,100// Headgear Costume Scroll
17472,475,100// 힘내그라 패키지Ⅲ
17473,475,100// 힘내그라 패키지Ⅲ 10세트
17474,475,100// 무한 파리의 날개 5일상자
17475,475,100// (한정)헬스장 회원권 10개상자
17477,475,100// 언리미티드 박스Ⅱ
17478,475,100// 언리미티드 10세트 박스Ⅱ
17481,475,100// Flower Blossom Scroll
17483,475,100// 삼명수 패키지Ⅲ
17484,475,100// 삼명수 패키지 10세트Ⅲ
17491,475,100// 제련용 광석상자Ⅶ
17492,475,100// 제련용 광석상자Ⅶ 10세트
17493,475,100// Burning Feather Costume Scroll
17495,475,100// 행운의 개다래 열매 10개 상자Ⅲ
17496,475,100// 행운의 개다래 열매 110개 상자Ⅲ
17497,475,100// Seaside Costume Scroll
17498,475,100// 삼명수 패키지Ⅳ
17499,475,100// 삼명수 패키지 10세트Ⅳ
17501,475,100// 힘내그라 패키지Ⅳ
17502,475,100// 힘내그라 패키지Ⅳ 10세트
17507,475,100// 냥다래 4개 상자
17508,475,100// 냥다래 10개 상자
17509,475,100// 냥다래 40개 상자
17510,475,100// 제련용 광석상자Ⅷ
17511,475,100// 제련용 광석상자Ⅷ 10세트
17512,475,100// (한정)고농축 에르늄 30개 상자
17513,475,100// (한정)고농축 오리데오콘 30개 상자
17515,475,100// 언리미티드 박스Ⅲ
17516,475,100// 언리미티드 10세트 박스Ⅲ
17517,475,100// Animal Costume Scroll
17520,475,100// 한정판 교범 상자
17521,475,100// 삼명수 패키지Ⅴ
17522,475,100// 삼명수 패키지 10세트Ⅴ
17523,475,100// Mystical Costume Scroll
17524,475,100// 한정판 파워 부스터 상자
17525,475,100// 한정판 파워 부스터 100개 상자
17527,475,100// 냥다래 200개 상자
17544,475,100// 제련용 광석상자Ⅸ
17545,475,100// 제련용 광석상자Ⅸ 10세트
17547,475,100// (한정)2015년 섬광막대 상자
17548,475,100// (한정)2015년 스텟 초기화권 상자
17549,475,100// (한정)고밀도브라디움 30개 상자
17550,475,100// (한정)고밀도카르늄 30개 상자
17567,475,100// 이벤트 올마이티 상자
17568,475,100// 이벤트 올마이티 100개 상자
17569,475,100// 던전 이용권 1시간 상자
17648,475,100// Smithy Lucky Egg
17659,475,100// Ganymede Lucky Egg
17665,475,100// LastAngel LuckyScroll
17671,475,100// Valkyrie Lucky Egg
17674,475,100// Splash Rainbow Lucky Egg
17681,475,100// Midgard Lucky Scroll
17692,475,100// Blessing Scarlet Egg
//17570,475,100	//
//17573,475,100	//
//17574,475,100	//
//17582,475,100	//
//17583,475,100	//
17681,475,100// Midgard Lucky Scroll
17692,475,100// Blessing Scarlet Egg
18100,507,100// 슈팅스타
18106,499,100// P.보우Ⅲ
18107,507,100// 말랑 대게
18108,507,100// 얼룩무늬장어
18116,499,100// 메탈 보우
//18118,499,100	//
18128,467,100// 무한의 활
18500,507,100// 응원 스카프Ⅵ
18501,507,100// 응원 스카프Ⅷ
18502,507,100// 응원 스카프Ⅹ
18505,507,100// 움발라의 혼
18514,499,100// 낙원단 모자Ⅱ
18520,475,100// 자티 왕관
18526,507,100// 맛있는 롤리팝
18556,499,100// 마법이 걸린 상징
18557,499,100// 마법이 걸린 상징
18566,507,100// OTP 도넛
18579,467,100// 9주년 기념 모자
//18731,499,100	//
//18732,499,100	//
//18733,499,100	//
//18734,499,100	//
18779,475,100// RWC승리의 왕관(1등)
18780,475,100// RWC승리의 왕관(2등)
18781,475,100// RWC승리의 왕관(3등)
18796,475,100// RWC승리의 왕관(8강)
18828,475,100// 2013 RWC 우승팀 투구
18829,475,100// 2013 RWC 준우승팀 투구
18830,475,100// 2013 RWC 3등팀 투구
18970,475,100// 마법의 달고양이
18971,475,100// 낡은 룬 서클릿
18972,475,100// 낡은 미트라
18973,475,100// 낡은 드라이버 밴드
18974,475,100// 낡은 드라이버 밴드(노랑)
18975,475,100// 낡은 그림자 공작
18976,475,100// 낡은 민스트럴 송의 모자
18977,475,100// 낡은 마이더스의 속삭임
18978,475,100// 낡은 마력의 돌 모자
18979,475,100// 낡은 불타는 혼
18980,475,100// 낡은 바람의 속삭임
18981,475,100// 낡은 빈사의 백조
18982,475,100// 낡은 뼈의 서클릿
18983,475,100// 낡은 수호의 관
18984,475,100// 낡은 얼룩무늬 토끼후드
19033,467,100// 균열의 고대 장식
19051,475,100// 전사 달고양이
19052,507,100// 사이그룬의 날개
19053,475,100// 싸움꾼 달고양이
19084,467,100// 파르펠레 자경단 모자
19523,475,100// 초록 리본
19531,475,100// 큐브마스크
19532,475,100// 빨간 토끼 머리띠
19764,475,100// 의상 몬스터 카드
19765,475,100// 의상 천사의 날개귀
19853,507,100// 의상 필리르의 날개
19996,467,100// 마왕
19999,467,100// 의상 생쥐 모자
20000,467,100// 의상 생쥐 모자
20001,467,100// 의상 생쥐 모자
20002,467,100// 의상 생쥐 모자
20003,467,100// 의상 생쥐 모자
20025,467,100// 의상 젖소 모자
20026,467,100// 의상 젖소 모자
20027,467,100// 의상 젖소 모자
20028,467,100// 의상 젖소 모자
20053,467,100// 의상 백호 모자
20063,475,100// 의상 골든 브레인 햇
20064,475,100// 의상 블루 브레인 햇
20067,467,100// 의상 흰 토끼 헤어밴드
20068,467,100// 의상 검은 토끼 헤어밴드
20086,467,100// 의상 여의주를 품은 용 모자
20087,467,100// 의상 여의주를 품은 용 모자
20088,467,100// 의상 여의주를 품은 용 모자
20089,467,100// 의상 여의주를 품은 용 모자
20110,467,100// 의상 똬리 튼 뱀 모자
//20111,467,100	//
20135,507,100// 의상 12주년 기념왕관
20136,507,100// 의상 12주년 요정의 귀
20139,467,100// 의상 미니 말 머리핀
20140,467,100// 의상 미니 말 머리핀
20162,467,100// 의상 양털모자
20163,467,100// 의상 양털모자
20179,467,100// 의상 원숭이 털모자
20206,467,100// 의상 꼬꼬모자
20210,467,100// 의상 꼬꼬모자
20211,467,100// 의상 꼬꼬모자
20227,467,100// 의상 강아지 모자
20228,467,100// 의상 돼지 저금통 모자
//20702,499,100	//
//20703,499,100	//
//20704,499,100	//
//20709,507,100	//
20743,467,100// 비공정 망토
20779,467,100// 균열의 망토
21005,499,100// 메탈 투핸드소드
//21006,499,100	//
21014,467,100// 무한의 양손검
//22012,507,100	//
22046,467,100// 비공정 부츠
22075,467,100// 균열의 슈즈
22508,507,100// 낙원단의 증표
22510,475,100// 늑대왕 스크롤
//22511,467,100	//
22513,499,100// 국왕의 선물상자
22517,507,100// 로키소환서
22521,507,100// 레벨업 상자(80)
22522,507,100// 레벨업 상자(100)
22523,507,100// 레벨업 상자(120)
22524,507,100// 레벨업 상자(130)
22525,507,100// 레벨업 상자(140)
22526,507,100// 레벨업 상자(150)
22527,507,100// 레벨업 상자(160)
22528,475,100// 펫 교환티켓 상자
22533,507,100// 새해 선물상자
22535,499,100// 인부 소환 스크롤
22536,499,100// 인부 소환 스크롤
//22539,467,100	//
22540,475,100// 럭스아니마 룬스톤
22541,475,100// PC방 쿠폰 상자Ⅵ
22542,475,100// [비매품] 집중의 포션
22543,475,100// [비매품] 버서크 포션
22544,475,100// [비매품] 각성의 포션
22545,475,100// [비매품] 이속변화포션
22546,475,100// [비매품] 이속변화포션
22547,475,100// [비매품] 안티페인 멘트
22548,475,100// [비매품] 암수
22549,475,100// [비매품] 독약병
22550,475,100// [비매품] 과자주머니
22551,475,100// [비매품] 다식
22552,475,100// [비매품] 유과
22553,475,100// [비매품] 무지개떡
22554,467,100// [비매품] 응급처치상자
22555,24,100// 고급 초콜렛
22556,24,100// 명품 초콜렛
22557,24,100// 장인의 명품 초콜렛
22566,48,100// 만년서리
22569,499,100// 새시작의 선물
22589,499,100// 세비지 오라오라
22590,499,100// 그랜드 페코 오라오라
22591,499,100// 데저트 울프 오라
22592,507,100// 해피콜 상자
22610,499,100// 새시작의 상자
22614,507,100// 프리미엄 교범
22617,475,100// 클리어박스S
22618,475,100// 클리어박스A
22619,499,100// 유령 소환서
22623,499,100// 새시작의 상자
22626,475,100// 1월 선물상자
22627,475,100// 2월 선물상자
22652,475,100// 화려한 모자상자
22671,475,100// 3월 선물상자
22672,475,100// 4월 선물상자
22673,475,100// 5월 선물상자
22674,475,100// 6월 선물상자
22685,467,100// 솔로를 위한 크리스마스 선물
22691,507,100// 레코드파편
22692,507,100// 레코드파편
22693,507,100// 레코드파편
22694,507,100// 레코드파편
22695,507,100// 레코드파편
22700,507,100// 점핑 지원 상자
22708,499,100// 두근두근 상자
22717,499,100// 배자 볼
22718,499,100// 루드 볼
22719,499,100// 따따초 볼
22720,499,100// 노버스 볼
22734,507,100// 퀴즈레볼루션 상자
22735,475,100// 봉인된 월야화 스크롤
22736,475,100// 7월 선물상자
22756,475,100// 8월 선물상자
22760,507,100// 아르지오프 채집통
22761,507,100// 루시올라 베스파 채집통
22762,507,100// 센티페데 채집통
22764,475,100// 펫 교환쿠폰 상자
22777,475,100// 버프선물세트
22781,475,100// PC방 노말박스
22782,475,100// PC방 우든박스
22783,475,100// PC방 골든박스
22784,475,100// PC방 플래티넘박스
22802,475,100// 6제련권 상자
//22807,507,100	//
22808,475,100// 스페셜 기프트 박스
22812,475,100// 봉인된 드라큐라 스크롤
22813,475,100// 베어러즈 쉐도우 상자
//22816,475,100	//
//22817,475,100	//
//22818,475,100	//
//22819,475,100	//
//22820,475,100	//
//22821,475,100	//
22823,475,100// 봉인된 스나이퍼 스크롤
22828,475,100// 봉인된인장 스크롤
22829,475,100// 봉인된인장 카드
22837,507,100// 시간의 정수
22842,475,100// 봉인된 드라큐라 스크롤Ⅱ
22844,475,100// 봉인된 드라큐라 카드첩
22845,475,100// 봉인된 의문의 알
22846,467,100// 봉인된 드라큐라 카드
22850,475,100// 1월 선물상자
22851,475,100// 2월 선물상자
22852,475,100// 3월 선물상자
22853,475,100// 4월 선물상자
22854,475,100// 5월 선물상자
22855,475,100// 6월 선물상자
22856,475,100// 7월 선물상자
22857,475,100// 8월 선물상자
22858,475,100// 9월 선물상자
22859,475,100// 10월 선물상자
22860,475,100// 11월 선물상자
22861,475,100// 12월 선물상자
22869,507,100// 행운의 룰렛 티켓
22870,467,100// 크리스마스 패키지
22873,475,100// 봉인된 베르제브브 스크롤Ⅱ
22874,475,100// 봉인된 베르제브브 카드첩
22875,475,100// 봉인된 베르제브브 카드
22881,499,100// 오랏줄
22883,475,100// 9월 선물상자
22884,475,100// 10월 선물상자
22885,475,100// 11월 선물상자
22886,475,100// 12월 선물상자
22887,507,100// 골드PC방 상자
22888,475,100// 신년 스크롤
22893,475,100// 신년 쉐도우 큐브
22894,507,100// (한정)2015년 섬광막대
22895,507,100// (한정)2015년 스텟 초기화권
22896,507,100// (한정)낡은 스텟 초기화권
22901,499,100// 의문의 파란상자
22902,475,100// 봉인된인장 스크롤Ⅱ
//22906,475,100	//
//22946,475,100	//
//22947,475,100	//
//22948,475,100	//
//22949,475,100	//
//22950,475,100	//
//22951,475,100	//
//22952,475,100	//
23177,475,100// [비매품]카프라 명함
23196,475,100// Shining Blue Lucky Egg
